date_cst,create_time_cst,url,id,type,text,top
2023-06-18,2023-06-18 22:46:20+0800,https://www.douyin.com/video/7246037522545986876,7246037522545986876,video,6407 一年过得真快，恭喜陈国豪，恭喜广东工业大学首夺CUBAL联赛冠军！ #cubal总决赛 #广东工业大学 #cubal,11860
2023-06-18,2023-06-18 10:49:15+0800,https://www.douyin.com/video/7245852732790197542,7245852732790197542,video,8.0万 高度流畅的一段式！优质投手从小养成，杨皓喆投篮深度解析 #投篮教学 #杨皓喆 #waveball,11860
2023-06-15,2023-06-15 12:52:33+0800,https://www.douyin.com/note/7244771251976277305,7244771251976277305,note,387 7月10-19/8月06-15 暑期篮球综合训练营 篮球专项体能训练将由CBA/中超职业体能教练大鹏老师亲授，本人将负责投篮技术的优化，目前少量名额。#运动表现 #功能性训练,11860
2023-06-15,2023-06-15 12:13:26+0800,https://www.douyin.com/video/7244761169062284602,7244761169062284602,video,共创 7276 是谁还在曲膝前跪，不会曲髋！职业体能训练师教你在篮球专项中如何正确的曲髋降重心？ #weakboom运动训练中心 #waveball #体能训练,12287
2023-06-11,2023-06-11 23:18:29+0800,https://www.douyin.com/video/7243448210298113341,7243448210298113341,video,9.4万 这也太像库里了！CBA两届FMVP赵继伟什么时候升级的投篮包？ #赵继伟 #puma #waveball,12287
2023-06-09,2023-06-09 11:53:00+0800,https://www.douyin.com/video/7242529395204738341,7242529395204738341,video,2395 释放膝关节！投篮发力矫正，如何快速消除手快脚慢，重心前倾。 #投篮矫正 #waveball,12287
2023-06-03,2023-06-03 17:59:17+0800,https://www.douyin.com/video/7240397272691838266,7240397272691838266,video,共创 1.7万 婚礼现场能有啥教学？投篮包的秘笈收集起来！#抖音篮球季 #篮球教学干货,12714
2023-05-19,2023-05-19 12:13:25+0800,https://www.douyin.com/video/7234741865877130555,7234741865877130555,video,共创 6360 专业深度解读|外八发力改内八发力快速提升投篮表现 #投篮教学 #蛋壳健康 #waveball,12714
2023-05-17,2023-05-17 12:03:26+0800,https://www.douyin.com/video/7233997123514060065,7233997123514060065,video,共创 1.9万 库里投篮转腕深度拆解，孟博龙矫正案例分享 #投篮教学 #库里 #waveball,12714
2023-05-16,2023-05-16 10:04:43+0800,https://www.douyin.com/video/7233595443328896314,7233595443328896314,video,共创 3.0万 投篮精英化| 投篮速度从1秒到0.33秒，堪比库里，化繁为简，提高发力效率。#投篮矫正 #投篮训练 #waveball,13141
2023-05-07,2023-05-07 23:59:43+0800,https://www.douyin.com/video/7230470856097467685,7230470856097467685,video,6924 惊出艾弗森的后仰！国内的扣篮水平越来越高，今晚李和旭夺得星街战扣篮大赛冠军！#星街战街球联赛 #李和旭 #艾弗森开启2023中国行,13141
2023-05-07,2023-05-07 10:11:15+0800,https://www.douyin.com/video/7230257362932616503,7230257362932616503,video,9184 最焦灼的三分大赛！孟博龙的下肢发力模型国内顶级，但上肢力线仍需改善，胡匹夫的手型相当稳定，最后美娜的会心一笑，让人心动。#星街战街球联赛 #美娜,13141
2023-05-04,2023-05-04 21:20:38+0800,https://www.douyin.com/video/7229316606793469240,7229316606793469240,video,1.4万 张梓祎投篮的变化，从两段式跳投改一段式投篮，进化空间还很大！ #恶鼠梓祎 #waveball #投篮教学,13568
2023-04-28,2023-04-28 12:28:33+0800,https://www.douyin.com/video/7226952978236771644,7226952978236771644,video,1.0万 NBA训练师教你如何高效投篮！建立高效的发力模型，解决手快脚慢 #投篮教学 #库里 #waveball,13568
2023-04-23,2023-04-23 14:59:19+0800,https://www.douyin.com/video/7225136404202868005,7225136404202868005,video,1.5万 投篮矫正 | 如何从低效的两段式颠投快速进化为流畅跳投！ #投篮矫正 #投篮教学 #waveball,13568
2023-04-15,2023-04-15 11:41:38+0800,https://www.douyin.com/video/7222116779672309004,7222116779672309004,video,3.1万 曲髋内旋！深度解读顶级射手的高效下肢发力模型 #投篮教学 #乔丹 #库里 #waveball,13995
2023-04-10,2023-04-10 12:28:06+0800,https://www.douyin.com/video/7220273329960242470,7220273329960242470,video,627 助阵重庆质检员的首次山城百分大战，希望帮助更多的年轻球员在赛场绽放自我 #山城百分大战 #waveball,13995
2023-04-04,2023-04-04 11:52:27+0800,https://www.douyin.com/video/7218037631957929220,7218037631957929220,video,2.3万 相对高效的下肢发力模型，上肢发力存在明显短板！黄宇军投篮技术深度解析 #黄宇军 #waveball,13995
2023-03-26,2023-03-26 14:04:45+0800,https://www.douyin.com/video/7214731957081525516,7214731957081525516,video,2.1万 利拉德首次回应“投篮用手掌压腕“，打破常规的上肢传导，让你的投篮变得轻松流畅！ #利拉德 #投篮教学,14422
2023-03-21,2023-03-21 17:47:39+0800,https://www.douyin.com/video/7212933970915265831,7212933970915265831,video,2.0万 拿球说话！40岁街球元老叶天硬刚身高210CM全国高中生MVP #淡厚然 #叶天 #waveball,14422
2023-03-18,2023-03-18 20:35:14+0800,https://www.douyin.com/video/7211863901099674937,7211863901099674937,video,2916 街球派励志球手VS学院派训练师，篮球馆长单挑切磋！ #waveball #安丁球局 #黄宇军,14422
2023-03-17,2023-03-17 11:56:18+0800,https://www.douyin.com/video/7211359091095129399,7211359091095129399,video,1.1万 用你最擅长的方式击败你，黄宇军遭遇“重庆质检员”挑战！ #篮球单挑 #waveball #安丁球局,14849
2023-03-14,2023-03-14 13:05:55+0800,https://www.douyin.com/video/7210263774543007013,7210263774543007013,video,3348 黄宇军深夜突袭重庆安丁球局，“野球场库里”既视感。#安丁球局 #waveball,14849
2023-03-13,2023-03-13 20:21:38+0800,https://www.douyin.com/video/7210004973231377722,7210004973231377722,video,共创 4287 【投篮技术专访】一段式是两段式投篮的基础，埃文·戈登谈中美投篮教学的差异！ #投篮教学 #投篮训练,14849
2023-03-03,2023-03-03 17:53:46+0800,https://www.douyin.com/video/7206256014004374840,7206256014004374840,video,9104 投篮问题严重限制了CBA准状元的发展上限！邹阳投篮问题深度解析与解决方案 #投篮教学 #邹阳,15276
2023-02-16,2023-02-16 16:45:08+0800,https://www.douyin.com/video/7200672049872833851,7200672049872833851,video,507 有幸向@于洋说拳 学习与交流传统武术中的发力模式，这与我们之前探讨、研究的在篮球运动中利用弹性发力的内容高度相似！#投篮教学 #筋膜训练,15276
2023-02-14,2023-02-14 17:44:39+0800,https://www.douyin.com/video/7199945217477299515,7199945217477299515,video,置顶 2.0万 如何练就扎实专业的投篮基本功？解读王非“教科书式”投篮教学！ #投篮教学 #中国篮球 #蔡崇信篮球奖学金,330
2023-02-12,2023-02-12 16:55:33+0800,https://www.douyin.com/video/7199190394737839364,7199190394737839364,video,7070 干货纯享！国家队技术指导王非对小球员的投篮矫正/上肢力线篇 #蔡崇信篮球奖学金 #投篮教学 #中国篮球,15276
2023-02-11,2023-02-11 20:40:17+0800,https://www.douyin.com/video/7198877222227283239,7198877222227283239,video,2908 受邀探访蔡崇信篮球奖学金训练营，全国各地最优秀的年轻球员汇集于此，拼搏、逐梦！ #蔡崇信篮球奖学金,15703
2023-01-31,2023-01-31 12:35:45+0800,https://www.douyin.com/video/7194670421717847355,7194670421717847355,video,9936 为何都说他才是今年CBA准状元！总决赛邹阳与陈国豪赛场表现完整解读！ #邹阳 #陈国豪 #cba选秀,15703
2023-01-21,2023-01-21 14:56:03+0800,https://www.douyin.com/video/7190995728481717559,7190995728481717559,video,6998 足弓支撑，脚趾发力！再议顶级射手脚下的发力 #投篮教学 #库里 #汤普森 #雷阿伦,15703
2023-01-15,2023-01-15 13:32:43+0800,https://www.douyin.com/video/7188747741340765501,7188747741340765501,video,9648 库里竟偷学麦迪投篮？干货满满，深度解析麦迪投篮为何如此之美！ #麦迪 #库里 #投篮 #投篮教学,16130
2023-01-12,2023-01-12 16:50:39+0800,https://www.douyin.com/video/7187685493843299596,7187685493843299596,video,1.1万 打球下肢太慢？下肢缺乏弹性与爆发力，走进“NBA弹簧人”莫兰特的弹振训练！ #莫兰特 #筋膜训练,16130
2023-01-09,2023-01-09 15:12:42+0800,https://www.douyin.com/video/7186546993223781643,7186546993223781643,video,4730 教科书般的直线发力！“NBA得分王”东契奇投篮深度解析 #东契奇 #投篮教学 #waveball #顾全,16130
2022-12-29,2022-12-29 12:59:06+0800,https://www.douyin.com/video/7182430630523718968,7182430630523718968,video,3.4万 你的投篮为何费力？物理学解读常见的6种投篮力学模型 #投篮教学 #库里 #下坠跳投,16557
2022-12-22,2022-12-22 12:50:39+0800,https://www.douyin.com/video/7179830855190187324,7179830855190187324,video,9950 中美顶级高中生对决！ 场边观众高喊：姚明，加油！ #庞清方 #安东尼 #基扬 #waveball,16557
2022-12-15,2022-12-15 13:03:01+0800,https://www.douyin.com/video/7177236446166682913,7177236446166682913,video,1.9万 做到这2点，1段式也能贴脸强投！追梦格林还是库里？深度解析程鑫凯投篮 #投篮教学 #库里 #程鑫凯,16557
2022-11-26,2022-11-26 12:58:59+0800,https://www.douyin.com/video/7170184787536203011,7170184787536203011,video,9972 #程鑫凯/ #吴泽建案例，深度解析投篮中的手腕发力！ #投篮教学 #waveball,16985
2022-11-17,2022-11-17 19:36:28+0800,https://www.douyin.com/video/7166947451574717699,7166947451574717699,video,9195 为何库里投篮也会“手快脚慢”发力脱节？库里脚下发力深度解析！ #库里 #投篮教学 #waveball,16985
2022-11-13,2022-11-13 20:01:54+0800,https://www.douyin.com/video/7165469667476147469,7165469667476147469,video,6356 张伟丽：筋膜训练改变了我的发力方式，张伟丽3年3次夺得UFC世界冠军！ #张伟丽 #筋膜训练,16985
2022-11-07,2022-11-07 18:59:59+0800,https://www.douyin.com/video/7163227201372949797,7163227201372949797,video,7491 被忽视的筋膜，从李小龙与库里的发力全面认识筋膜！ #投篮教学 #库里 #李小龙 #筋膜训练,17412
2022-10-31,2022-10-31 20:31:06+0800,https://www.douyin.com/video/7160653082777505037,7160653082777505037,video,6.4万 回应某博主质疑！Coach Fui“压弹” 用筋膜弹性投篮！ #筋膜训练 #waveball #投篮教学,17412
2022-10-24,2022-10-24 15:48:59+0800,https://www.douyin.com/video/7157982786610089224,7157982786610089224,video,1.8万 恶鼠打百分单挑为何如此轻松？张梓祎脚下的秘密！ #筋膜训练 #张梓祎 #waveball,17412
2022-10-23,2022-10-23 19:50:56+0800,https://www.douyin.com/video/7157674052033826062,7157674052033826062,video,5.1万 根治投篮中的“脚慢”，90%的普通人不会正确使用前脚掌发力！ #库里 #雷阿伦 #筋膜训练,17839
2022-10-18,2022-10-18 19:50:33+0800,https://www.douyin.com/video/7155818524966014245,7155818524966014245,video,5331 玄学？骗局？网友质疑嘲讽“筋膜训练”，张伟丽评价“筋膜训练”及训练感受！#张伟丽 #筋膜训练 #投篮教学,17839
2022-10-17,2022-10-17 12:18:52+0800,https://www.douyin.com/video/7155331043304705317,7155331043304705317,video,4.7万 快速提高运动表现的筋膜训练，一节课后张伟丽出拳力量提高了30%！ #张伟丽 #投篮教学 #库里 #筋膜训练,17839
2022-10-15,2022-10-15 12:22:21+0800,https://www.douyin.com/video/7154589770167897380,7154589770167897380,video,5.5万 干货纯享！用张伟丽的筋膜训练，做到和库里一样的下肢快速爆发与核心稳定！ #库里 #张伟丽 #筋膜训练,18266
2022-10-11,2022-10-11 12:05:23+0800,https://www.douyin.com/video/7153101059588754699,7153101059588754699,video,6588 为何威少投篮持续下滑？深度解析威少投篮问题及威少最新投篮修改，值得借鉴 #威斯布鲁克 #waveball,18266
2022-10-02,2022-10-02 11:15:31+0800,https://www.douyin.com/video/7149748439088221454,7149748439088221454,video,2.0万 揭秘张镇麟最新投篮修改内容，知名训练师德鲁·汉伦的私教课！ #张镇麟 #投篮教学 #waveball,18266
2022-09-29,2022-09-29 17:35:54+0800,https://www.douyin.com/video/7148733210447400199,7148733210447400199,video,6810 手肘外翻，辅助手发力！为何雷阿伦还被称作传统跳投的教科书？如何像雷阿伦一样跳投！ #雷阿伦 #跳投 深度解析,18693
2022-09-24,2022-09-24 20:51:01+0800,https://www.douyin.com/video/7146928066596572429,7146928066596572429,video,1.1万 纳什的投篮为何如此神准？更适合普通人的标准模板，纳什投篮深度解析 #纳什 #投篮教学 #waveball,18693
2022-09-14,2022-09-14 20:59:43+0800,https://www.douyin.com/video/7143219455380262158,7143219455380262158,video,1.6万 惊人的相似！NBA历史三分王都在用投篮辅助手拇指拨球 |完结篇 #库里 #投篮教学 #waveball,18693
2022-09-07,2022-09-07 11:54:09+0800,https://www.douyin.com/video/7140481267300142347,7140481267300142347,video,8.8万 投篮曲髋还在弯腰、撅屁股？纳什亲授库里、杜兰特投篮曲髋发力黄金训练动作！ #库里 #投篮教学,19120
2022-08-30,2022-08-30 18:09:12+0800,https://www.douyin.com/video/7137609234778262795,7137609234778262795,video,6.4万 90%的人投篮还不会屈髋，纳什亲授保姆级教程，从根源解决投篮前倾 #库里 #布克 #waveball,19120
2022-08-05,2022-08-05 17:20:31+0800,https://www.douyin.com/video/7128319562021424423,7128319562021424423,video,8562 现场“打假”CBA新科状元，场边视角记录王岚嵚总决赛表现！ #waveball #cuba总决赛,19120
2022-08-01,2022-08-01 20:44:47+0800,https://www.douyin.com/video/7126887860044647684,7126887860044647684,video,3.0万 充满争议？ CUBA总决赛陈国豪五犯离场，独家视角全程回顾 #cuba总决赛 #陈国豪 #waveball,19547
2022-07-31,2022-07-31 23:07:11+0800,https://www.douyin.com/video/7126553470445931807,7126553470445931807,video,1.5万 邹阳25分、10篮板，总决赛MVP实至名归！今晚全场都是他的球迷，重庆出生，成长为广东第一高中生，代表清华大学击败广东工业大学。#cuba总决赛,19547
2022-07-31,2022-07-31 22:43:52+0800,https://www.douyin.com/video/7126547460327017741,7126547460327017741,video,9.8万 冠军就在眼前，第四节开端争议判罚，五犯离场，眼看球队痛失好局，青春总有遗憾！#陈国豪 #cuba总决赛 #waveball,19547
2022-07-31,2022-07-31 22:22:56+0800,https://www.douyin.com/video/7126542068805078285,7126542068805078285,video,2856 恭喜清华大学战胜广东工业大学，实现三连冠🏆 #cuba总决赛 #清华大学 #waveball,19974
2022-07-31,2022-07-31 13:47:02+0800,https://www.douyin.com/video/7126409120005082405,7126409120005082405,video,1.3万 中国高校顶级对决即将来临！广东工业大学vs清华大学，你支持谁？#cuba总决赛 #waveball,19974
2022-07-31,2022-07-31 12:08:36+0800,https://www.douyin.com/video/7126383753215118629,7126383753215118629,video,4000 霍福德同款？如何评价朱思禹这独特的投篮手型，他是本届CUBA北区的MVP #cuba总决赛 #waveball,19974
2022-07-30,2022-07-30 12:46:20+0800,https://www.douyin.com/video/7126022392979197215,7126022392979197215,video,2.1万 国内高校顶级天赋，从180的后卫到210的内线，清华大学的赛前热身！#cuba总决赛 #waveball,20401
2022-07-25,2022-07-25 17:50:20+0800,https://www.douyin.com/video/7124245307340213534,7124245307340213534,video,3.3万 单挑对决！“CBA新科状元”王岚嵚”VS“街球单挑王”赵强 #王岚嵚 #CBA选秀 #waveball,20401
2022-07-10,2022-07-10 16:26:25+0800,https://www.douyin.com/video/7118657404723596575,7118657404723596575,video,5519 纳什、库里对比 ！投篮站姿对投篮稳定性的影响 #投篮教学 #库里 #waveball,20401
2022-06-19,2022-06-19 18:13:09+0800,https://www.douyin.com/video/7110892122483526949,7110892122483526949,video,4.5万 美如画！如何像曹芳一样跳投，曹芳跳投深度解析 #曹芳 #投篮教学 #waveball,20828
2022-06-12,2022-06-12 11:27:57+0800,https://www.douyin.com/video/7108190104266509604,7108190104266509604,video,1.9万 投篮不稳定，姿态怪异？塔图姆投篮深度解析 #投篮教学 #塔图姆 #waveball,20828
2022-05-29,2022-05-29 16:46:16+0800,https://www.douyin.com/video/7103076944610135309,7103076944610135309,video,23.3万 深圳偶遇“香港教授”，华丽的球风，一手漂亮的投篮，爱了！#ubk球王赛 #投篮,20828
2022-05-11,2022-05-11 19:19:37+0800,https://www.douyin.com/video/7096436927712283941,7096436927712283941,video,1.8万 速度变慢，肌肉萎缩！解读汤普森大伤后投篮的变化 #汤普森 #投篮教学 #waveball,21255
2022-04-29,2022-04-29 19:11:36+0800,https://www.douyin.com/video/7091981840961129732,7091981840961129732,video,3.6万 复制库里？乔丹·普尔投篮技术深度解析！ #投篮教学 #乔丹普尔 #库里 #waveball,21255
2022-04-18,2022-04-18 11:24:32+0800,https://www.douyin.com/video/7087779541116112131,7087779541116112131,video,9266 传球与篮球智商—“模板林书豪”华裔美式后卫沃尔特·林技术解析 #林书豪 #waveball,21255
2022-04-10,2022-04-10 11:27:40+0800,https://www.douyin.com/video/7084811665971105028,7084811665971105028,video,2.4万 “模板林书豪”华裔美式后卫沃尔特·林技术解析—投篮篇 #投篮教学 #林书豪 #waveball,21682
2022-04-07,2022-04-07 11:59:17+0800,https://www.douyin.com/video/7083706559829757196,7083706559829757196,video,8.2万 普通人也能像库里一样轻松投篮！再次解读投篮转腕发力 #投篮教学 #库里 #waveball,21682
2022-03-27,2022-03-27 12:19:44+0800,https://www.douyin.com/video/7079629891666332941,7079629891666332941,video,9100 干货纯享！适合普通人的投篮模型，前CBA后卫程华山的投篮解析！ #投篮教学 #waveball,21682
2022-03-20,2022-03-20 11:29:36+0800,https://www.douyin.com/video/7077019377517759748,7077019377517759748,video,5.0万 揭露颠投的真相！你的投篮是颠投还是跳投？ #投篮教学 #跳投 #waveball,22109
2022-03-08,2022-03-08 17:12:46+0800,https://www.douyin.com/video/7072654785807240478,7072654785807240478,video,6739 适合普通人的高效投篮模板—“女版库里”凯特琳·克拉克 #投篮教学 #库里 #waveball,22109
2022-03-05,2022-03-05 13:27:46+0800,https://www.douyin.com/video/7071483550029122830,7071483550029122830,video,1.0万 1小时打造流畅跳投！困扰小兄弟多年的卡点终于解开。#投篮教学 #汤普森 #库里 #waveball,22109
2022-02-27,2022-02-27 16:04:05+0800,https://www.douyin.com/video/7069297321426554142,7069297321426554142,video,1.5万 投篮费力？投篮太慢？投篮模型对比—#东契奇VS #汤普森 #投篮教学 #waveball,22536
2022-02-20,2022-02-20 11:27:49+0800,https://www.douyin.com/video/7066628530460806411,7066628530460806411,video,5.3万 揭秘库里投篮的转腕发力，让投篮变得轻松写意！ #投篮教学 #库里 #waveball,22536
2022-02-10,2022-02-10 20:07:41+0800,https://www.douyin.com/video/7063051650348485920,7063051650348485920,video,1.3万 库里也会“手快脚慢”？揭露投篮手快脚慢的真相 #库里 #投篮教学 #waveball,22536
2022-01-29,2022-01-29 18:25:55+0800,https://www.douyin.com/video/7058572402443160862,7058572402443160862,video,7.8万 神级预判？库里近期投篮失准的原因揭晓 #库里 #投篮教学 #waveball,22963
2021-12-27,2021-12-27 15:31:19+0800,https://www.douyin.com/video/7046281596852374816,7046281596852374816,video,3.4万 “吸球”与“拉腕”，库里投篮上肢发力细节深度解析！ #库里 #篮球教学 #waveball,22963
2021-12-16,2021-12-16 11:39:56+0800,https://www.douyin.com/video/7042140032928369951,7042140032928369951,video,2.4万 投篮脱节无力？如何像库里一样利用弹性投篮 #投篮教学 #waveball #库里,22963
2021-12-05,2021-12-05 20:36:17+0800,https://www.douyin.com/video/7038196310775844133,7038196310775844133,video,12.1万 从传统投篮到现代投篮的改变！保罗·乔治投篮深度解析 #投篮教学 #保罗乔治 #waveball,23390
2021-11-28,2021-11-28 11:37:41+0800,https://www.douyin.com/video/7035459918949780767,7035459918949780767,video,9.9万 库里投篮的核心技术——甩鞭发力，学会它，普通人也能站投三分！ #库里 #投篮教学 #waveball,23390
2021-11-23,2021-11-23 18:05:26+0800,https://www.douyin.com/video/7033704416129649959,7033704416129649959,video,2.2万 学会放松！拥有库里一样丝滑般的投篮 #投篮教学 #库里 #waveball,23390
2021-11-17,2021-11-17 11:46:55+0800,https://www.douyin.com/video/7031380362534096160,7031380362534096160,video,2.9万 投篮无力？压腕脱手？ #特雷杨 最值得普通人学习的投篮模板 #篮球教学 #waveball,23817
2021-11-11,2021-11-11 11:47:37+0800,https://www.douyin.com/video/7029154030890863885,7029154030890863885,video,6.8万 如何像安东尼一样优雅地投篮！安东尼投篮深度解析 #投篮教学 #waveball,23817
2021-11-05,2021-11-05 11:49:12+0800,https://www.douyin.com/video/7026927926356512011,7026927926356512011,video,1.5万 为何库里使用窄距投投篮？为何汤普森使用宽距投篮？投篮站距解析 #投篮教学 #waveball,23817
2021-10-30,2021-10-30 11:49:49+0800,https://www.douyin.com/video/7024701574664441124,7024701574664441124,video,2.7万 杰伦·格林的投篮到底存在什么问题？全面解析 #杰伦格林 的投篮技术 #投篮教学 #篮球干货,24244
2021-10-22,2021-10-22 11:48:56+0800,https://www.douyin.com/video/7021732668169555239,7021732668169555239,video,6.2万 如何像欧文一样跳投？ 欧文投篮的7大细节 #欧文 #篮球干货 #投篮教学,24244
2021-10-13,2021-10-13 11:49:42+0800,https://www.douyin.com/video/7018393096928922893,7018393096928922893,video,7.9万 深度解析|汤普森教科书式投篮！两大发力特点、五个投篮细节 #篮球干货 #投篮教学 #汤普森,24244
2021-10-02,2021-10-02 11:49:32+0800,https://www.douyin.com/video/7014311118449528071,7014311118449528071,video,5.2万 顶级射手的高阶技术—投篮辅助手拇指拨球的真相 #库里 #辅助手 #投篮教学,24671
2021-09-29,2021-09-29 19:14:07+0800,https://www.douyin.com/video/7013312431833238797,7013312431833238797,video,3.5万 辅助手在投篮中该发挥什么作用？怎样正确的使用投篮辅助手？全面解析投篮辅助手 #辅助手 #投篮教学,24671
2021-09-24,2021-09-24 17:50:07+0800,https://www.douyin.com/video/7011435359858953504,7011435359858953504,video,5.3万 技术解析|“触地即弹”NBA顶级射手踮脚投篮的秘密 #投篮教学 #篮球干货 #库里 #汤普森,24671
2021-09-18,2021-09-18 11:49:13+0800,https://www.douyin.com/video/7009115844902964519,7009115844902964519,video,2.6万 解析库里投篮的发力机制，揭秘“抖腕”真相！ #库里 #篮球干货 #投篮教学,25098
2021-09-17,2021-09-17 18:35:42+0800,https://www.douyin.com/video/7008849509849632013,7008849509849632013,video,3.0万 “湖师大彭于晏”、“CUBA现役第一射手”——蒋帅投篮60帧慢动作，三分1段式，两分1.5段式 #投篮姿势,25098
2021-09-11,2021-09-11 11:54:44+0800,https://www.douyin.com/video/7006519669330955557,7006519669330955557,video,33.9万 技术解析—投篮该如何压腕？手指压腕VS手掌压腕 #篮球干货 #投篮教学 #库里 #乔丹,25098
2021-09-06,2021-09-06 11:53:31+0800,https://www.douyin.com/video/7004663931947994400,7004663931947994400,video,7.9万 如何像哈登一样轻松投篮！技术解析 | 哈登投篮的4个深层细节 #詹姆斯哈登 #投篮教学 #篮球干货,25525
2021-08-30,2021-08-30 17:50:46+0800,https://www.douyin.com/video/7002158395511934212,7002158395511934212,video,10.5万 如何像利拉德一样远投？利拉德投篮的3大细节！ #利拉德 #篮球干货 #投篮教学,25525
2021-08-22,2021-08-22 18:08:03+0800,https://www.douyin.com/video/6999194171127074056,6999194171127074056,video,4.5万 齐聚5位全美第1高中生！杰伦·格林与他的“独角兽家族” #UNICON #UniconFam #杰伦格林,25525
2021-08-18,2021-08-18 11:55:23+0800,https://www.douyin.com/video/6997613791248747806,6997613791248747806,video,3.2万 你知道你的主视眼是哪一只吗？在投篮时用主视眼瞄准真的重要吗？ #投篮教学 #篮球干货 #库里,25952
2021-08-12,2021-08-12 21:33:25+0800,https://www.douyin.com/video/6995536241978526984,6995536241978526984,video,8.6万 技术解析｜德文·布克投篮的6个深层细节 #篮球干货 #德文布克 #投篮教学,25952
2021-08-07,2021-08-07 18:03:03+0800,https://www.douyin.com/video/6993626601162345764,6993626601162345764,video,10.8万 技术解析｜克里斯.保罗投篮的3个秘密！ #克里斯保罗 #篮球干货 #投篮教学,25952
2021-08-04,2021-08-04 17:57:51+0800,https://www.douyin.com/video/6992512006905482503,6992512006905482503,video,1.2万 历史最强高中阵容，没有之一！本届7名新秀都来自蒙特沃德高中 #康宁汉姆 #2021nba选秀,26379
2021-07-06,2021-07-06 15:11:01+0800,https://www.douyin.com/video/6981707544909597960,6981707544909597960,video,5.7万 目前世界最强潜力新星！身高221CM，臂展244CM，却像杜兰特一样打球。 #维克多温班亚马 #球员报告,26379
2021-06-30,2021-06-30 18:39:46+0800,https://www.douyin.com/video/6979534826395274509,6979534826395274509,video,1.5万 2021年NBA选秀前瞻——“美版陈奕迅”斯科蒂·巴恩斯 #2021nba选秀 #斯科蒂巴恩斯,26379
2021-06-29,2021-06-29 15:23:43+0800,https://www.douyin.com/video/6979113220862725412,6979113220862725412,video,5.1万 全美第一难成状元！全面解析杰伦·格林 #杰伦格林 #2021nba选秀,26806
2021-05-09,2021-05-09 17:35:59+0800,https://www.douyin.com/video/6960221963126197512,6960221963126197512,video,1.1万 我不想我的梦想被现实打败，这是他在路人王打拼的第四个年头，他依旧是那个满腔热血的追梦少年—韦鸽子 #篮球风云,26806
2021-04-30,2021-04-30 12:52:37+0800,https://www.douyin.com/video/6956809170867866916,6956809170867866916,video,1.6万 2019年夏天，杰伦·格林、乔什·克里斯托弗、#特伦斯克拉克,26806
2021-04-08,2021-04-08 20:14:13+0800,https://www.douyin.com/video/6948759098275925279,6948759098275925279,video,10.4万 你的投篮发力脱节？用杜兰特的这个训练方法打造丝滑般的投篮！#杜兰特 #投篮教学 #篮球干货 #难渡,27233
2021-03-15,2021-03-15 13:09:32+0800,https://www.douyin.com/video/6939743616252251428,6939743616252251428,video,5471 #cuba全明星 “热血对决”！2021年CUBA全明星正赛全场回顾|场边视角,27233
2021-03-14,2021-03-14 18:38:25+0800,https://www.douyin.com/video/6939457280974867726,6939457280974867726,video,3208 #cuba全明星 不输今年NBA扣篮大赛！来自郑州大学的杨浩在CUBA全明星扣篮大赛轻松夺冠！,27233
2021-03-14,2021-03-14 16:14:24+0800,https://www.douyin.com/video/6939420170171485471,6939420170171485471,video,31.4万 #cuba全明星 网红球员黄宇军单挑cuba全明星后卫张子涵 #热血高校,27661
2021-03-14,2021-03-14 13:45:47+0800,https://www.douyin.com/video/6939381870614433031,6939381870614433031,video,1810 #cuba全明星 昨晚扣篮大赛，来自吉林大学的实力扣将——唐浩博,27661
2021-03-14,2021-03-14 13:10:48+0800,https://www.douyin.com/video/6939372855595404580,6939372855595404580,video,2.1万 #cuba全明星 昨晚来自清华大学的重庆崽儿邹阳（身高198/臂展213）打出血性，隔扣陈国豪！#热血高校,27661
2020-10-17,2020-10-17 12:31:13+0800,https://www.douyin.com/video/6884442051119729927,6884442051119729927,video,1.9万 #篮球干货 #库里 #克莱汤普森 #哈登 #利拉德 如何改善投篮手手肘外翻？,28088
2020-10-14,2020-10-14 11:55:32+0800,https://www.douyin.com/video/6883319596607081736,6883319596607081736,video,4.8万 #篮球干货 #投篮库 #汤普森 #库里 #西蒙斯 投篮手手肘外翻对投篮有什么影响？,28088
2020-10-10,2020-10-10 21:44:23+0800,https://www.douyin.com/video/6881987001738906887,6881987001738906887,video,5.1万 #营养干货 投篮训练——四种方法避免投篮辅助手拇指发力！,28088
2020-08-15,2020-08-15 12:28:37+0800,https://www.douyin.com/video/6861063012929834253,6861063012929834253,video,3.6万 #热血高校 2018年1月诺阿·法拉肯上升到2020届全美控卫排名第一位！,28515
2020-07-24,2020-07-24 16:25:54+0800,https://www.douyin.com/video/6852960285565734151,6852960285565734151,video,6.5万 #营养干货 #重启新赛季教科书式投篮—汤普森投篮细节解析,28515
2020-06-18,2020-06-18 18:42:07+0800,https://www.douyin.com/video/6839636321519078670,6839636321519078670,video,4930 #路人王篮球 @7号唐日辉呀 用强势的“弱侧”突破和火热的三分，重庆站夺冠！,28515
2020-06-05,2020-06-05 18:51:47+0800,https://www.douyin.com/video/6834814705744350468,6834814705744350468,video,2.1万 #营养干货 有的人坚信怎么舒服怎么投，有的人却默默在修正自己的投篮！,28942
2020-05-14,2020-05-14 12:26:54+0800,https://www.douyin.com/video/6826551649125829899,6826551649125829899,video,3.6万 #营养干货 3个细节提高你的投篮稳定性🎒,28942
